,Hotel_Name,Price,Primary_Rating,Location_Rating,Cleanliness_Rating,Service_Rating,Value_Rating,Num_Reviews,Address,Amenities
272,The New York Edition - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,356,4.5,5,5,4.5,4,1490,"5 Madison Ave, New York City, NY 10010-3678","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Conference facilities', 'Meeting rooms', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Taxi service', 'Spa', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
273,Comfort Inn Times Square West ,86,4.0,5,4.5,4.5,4.5,1141,"343 W 44th St, New York City, NY 10036-5402","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free internet', 'Free breakfast', 'Baggage storage', 'Non-smoking hotel', 'Express check-in / check-out', 'Laundry service', 'Wifi', 'Internet', 'Breakfast available', 'Breakfast buffet']"
274,Belnord Hotel ,67,3.5,4.5,4,3.5,3.5,1568,"209 West 87th Street, New York City, NY 10024-2844","['Paid private parking nearby', 'Street parking', 'Free High Speed Internet (WiFi)', 'Vending machine', 'Airport transportation', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Free internet', 'Wifi', 'Internet', 'Taxi service']"
275,138 Bowery ,107,4.0,5,4.5,5,3.5,18,"138 Bowery, New York City, NY 10013-4293","['Wifi', 'Complimentary instant cofffee', 'Airport transportation', 'Non-smoking hotel', '24-hour front desk']"
276,The Marmara Manhattan ,173,4.5,4,4.5,4.5,4,1185,"301 E 94th St, New York City, NY 10128-4718","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', ""Children's television networks"", 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Newspaper', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
277,Seafarers & International House ,108,4.0,4.5,3.5,3.5,4.5,325,"123 E 15th St, New York City, NY 10003-3594","['Free internet', 'Wifi', 'Internet', 'Non-smoking hotel', '24-hour front desk', 'Laundry service']"
278,The Franklin ,106,3.5,4.5,4.5,4,3.5,849,"164 E 87th St Off Lexington Avenue, New York City, NY 10128-2206","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Public wifi', 'Free breakfast', 'Breakfast buffet', 'Non-smoking hotel', '24-hour front desk', 'Internet']"
279,"Mandarin Oriental, New York - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor",737,4.5,5,4.5,4.5,4,1785,"80 Columbus Circle at 60th Street, New York City, NY 10023-5800","['Parking', 'Free internet', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar / lounge', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Car hire', 'Wifi', 'Public wifi', 'Paid wifi', 'Internet', 'Hot tub', 'Indoor pool', 'Heated pool', 'Restaurant', 'Breakfast available', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Couples massage', 'Facial treatments', 'Foot massage', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
280,The Gem Hotel Chelsea ,97,4.0,4.5,4.5,4.5,4,1375,"300 W 22nd St 22nd Street & 8th Avenue, New York City, NY 10011-2602","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Massage', 'Rooftop terrace', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Coffee shop', 'Complimentary instant cofffee', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out']"
281,The Nolitan Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,110,4.5,4.5,5,4.5,4.5,1072,"30 Kenmare St, New York City, NY 10012-4613","['Valet parking', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Car hire', 'Fax / photocopying', 'Rooftop terrace', 'Paid private parking on-site', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service']"
282,The William - Updated 2020 Prices & Specialty Hotel Reviews (New York City) - Tripadvisor,193,4.5,5,4.5,4.5,4.5,292,"24 E 39th St, New York City, NY 10016-2555","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Restaurant', 'Complimentary instant cofffee', 'Laundry service']"
283,Chambers Hotel ,182,4.5,5,4.5,4.5,4,766,"15 W 56th St, New York City, NY 10019-3902","['Valet parking', 'Free High Speed Internet (WiFi)', 'Coffee shop', 'Bicycle rental', 'Squash', 'Taxi service', 'Massage', '24-hour security', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
284,"The Algonquin Hotel Times Square, Autograph Collection ",134,4.0,5,4.5,4.5,4,2307,"59 West 44th Street, New York City, NY 10036","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bowling offsite', 'Tennis court offsite', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', 'Wine / champagne', 'Car hire', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Shared lounge / TV area', 'Doorperson', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
285,Candlewood Suites New York City Times Square ,81,4.0,4.5,4.5,4.5,4.5,2066,"339 W. 39th Street, New York City, NY 10018-1401","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Vending machine', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Convenience store', 'Paid private parking nearby', 'Parking', 'Free internet', 'Wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', 'Shops', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Laundry service', 'Self-serve laundry', 'Ironing service']"
286,City Rooms Nyc Chelsea - Updated 2020 Prices & Hostel Reviews (New York City) - Tripadvisor,54,4.0,5,4.5,4.5,4.5,173,"368 8th Ave, New York City, NY 10001-4851","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Internet', 'Non-smoking hotel']"
287,Aloft Harlem - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,114,4.0,4,4.5,4.5,4,817,"2296 Frederick Douglass Blvd, New York City, NY 10027-5324","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Breakfast available', 'Nightclub / DJ', 'Business Center with Internet Access', 'Baggage storage', 'Convenience store', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Complimentary instant cofffee', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
288,San Carlos Hotel ,158,4.5,4.5,4.5,4.5,4.5,1893,"150 East 50th Street, New York City, NY 10022-9500","['Paid public parking nearby', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bowling offsite', 'Kids stay free', ""Children's television networks"", 'Car hire', 'Internet', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Vending machine', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Meeting rooms', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Doorperson', 'Umbrella', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
289,Carvi Nyc ,89,4.5,4.5,4.5,4.5,4,682,"152 E 55th St, New York City, NY 10022-4513","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Rooftop terrace', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Public wifi', 'Internet']"
290,"The Carlyle, A Rosewood Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor",600,4.5,4.5,4.5,4.5,4,977,"35 E 76th St, New York City, NY 10021-1827","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Business Center with Internet Access', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Sauna', 'Restaurant', 'Breakfast available', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Spa', 'Facial treatments', 'Concierge', 'Butler service', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
291,City Club Hotel ,111,4.0,5,4.5,4.5,4,997,"55 W 44th St, New York City, NY 10036-6609","['Free High Speed Internet (WiFi)', 'Free internet', 'Bar / lounge', 'Restaurant', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service', 'Wifi', 'Public wifi', 'Internet']"
292,The Sherry-Netherland Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,454,5.0,5,5,5,4.5,830,"781 Fifth Avenue At 59th Street, New York City, NY 10022-1092","['Paid public parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycle rental', 'Boating', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )', 'Parking', 'Free internet', 'Wifi', 'Free wifi in the business center', 'Internet', 'Restaurant', 'Breakfast in the room', 'Complimentary instant cofffee', 'Complimentary tea', 'Car hire', 'Taxi service', 'Business Center with Internet Access', 'Meeting rooms', 'Fax / photocopying', 'Massage', 'Pedicure', 'Salon', 'Waxing services', '24-hour security', 'Baggage storage', 'Concierge', 'Newspaper', 'Non-smoking hotel', 'Shops', 'Butler service', 'Doorperson', 'First aid kit', 'Umbrella', '24-hour check-in', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
293,Holiday Inn Express Manhattan Midtown West ,103,4.0,4,4.5,4.5,4,1350,"538 W 48th St, New York City, NY 10036-1102","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Free breakfast', 'Kids stay free', ""Children's television networks"", 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Parking garage', 'Free internet', 'Wifi', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Kid-friendly buffet', 'Baggage storage', 'Newspaper', 'Non-smoking hotel', 'Outdoor furniture', 'ATM on site', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
294,Ac Hotel New York Downtown ,115,4.5,4.5,5,4.5,4.5,149,"151 Maiden Ln, New York City, NY 10038-4930","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Kids stay free', 'Business Center with Internet Access', 'Meeting rooms', 'Baggage storage', 'Parking', 'Free internet', 'Internet', 'Breakfast available', 'Breakfast buffet', 'Fax / photocopying', 'Convenience store', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service']"
295,Four Seasons Hotel New York - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,1,4.5,5,5,4.5,4,431,"57 E 57th St, New York City, NY 10022-2081","['Parking garage', 'Wifi', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Babysitting', 'Airport transportation', 'Business Center with Internet Access', 'Conference facilities', 'Sauna', 'Restaurant', 'Breakfast available', ""Kids' meals"", 'Wine / champagne', 'Banquet room', 'Meeting rooms', 'Spa', 'Facial treatments', 'Salon', 'Baggage storage', 'Concierge', 'Currency exchange', 'Newspaper', 'Non-smoking hotel', 'Butler service', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service']"
296,Aloft Manhattan Downtown Financial - District ,93,4.0,4.5,4.5,4.5,4,344,"49-53 Ann Street, New York City, NY 10038-2409","['Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Pets Allowed ( Dog / Pet Friendly )', 'Business Center with Internet Access', 'Baggage storage', 'Convenience store', '24-hour front desk', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Breakfast available', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
297,The Mark - Updated 2020 Prices & Hotel Reviews (New York City) - Tripadvisor,594,4.5,5,5,4.5,4.5,1004,"Madison Avenue at 77th Street, New York City, NY 10075","['Parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Bicycles available', 'Boating', 'Babysitting', 'Books, DVDs, music for children', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Personal trainer', 'Restaurant', 'Breakfast available', 'Breakfast in the room', 'Wine / champagne', 'Bowling', 'Strollers', 'Pets Allowed ( Dog / Pet Friendly )', 'Airport transportation', 'Taxi service', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Full body massage', 'Makeup services', 'Manicure', 'Massage', 'Salon', 'Baggage storage', 'Concierge', 'Currency exchange', 'Non-smoking hotel', 'Butler service', 'Doorperson', 'Umbrella', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
298,The High Line Hotel ,189,4.5,4.5,4.5,4.5,4,867,"180 10th Ave at 20th Street, New York City, NY 10011-4707","['Paid private parking nearby', 'Free High Speed Internet (WiFi)', 'Bar / lounge', 'Bicycle rental', 'Pets Allowed ( Dog / Pet Friendly )', 'Conference facilities', 'Banquet room', 'Baggage storage', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Coffee shop', 'Breakfast available', 'Snack bar', 'Meeting rooms', 'Concierge', 'Non-smoking hotel', 'Sun terrace', '24-hour front desk', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
299,Luxe Life Hotel ,107,4.0,4.5,4.5,4,3.5,279,"19 West 31st Street ​Off Fifth Avenue, New York City, NY 10001-4402","['Free High Speed Internet (WiFi)', 'Free internet', 'Breakfast available', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Dry cleaning', 'Laundry service', 'Wifi', 'Public wifi', 'Internet']"
300,Riverside Tower Hotel ,95,3.0,4.5,3,3.5,3.5,780,"80 Riverside Dr, New York City, NY 10024-5725","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Fax / photocopying', 'Baggage storage', 'Concierge', 'Non-smoking hotel', '24-hour front desk', 'Public wifi', 'Internet']"
301,La Quinta Inn & Suites By Wyndham Manhattan Midtown ,84,4.5,4.5,4.5,4.5,4,32,"333 W 38th St, New York City, NY 10018-2914","['Paid public parking nearby', 'Free High Speed Internet (WiFi)', 'Free breakfast', 'Kids stay free', 'Highchairs available', 'Pets Allowed ( Dog / Pet Friendly )', 'Taxi service', 'Business Center with Internet Access', 'Free internet', 'Internet', 'Complimentary tea', 'Snack bar', 'Fax / photocopying', 'Newspaper', 'Non-smoking hotel', 'Shops', '24-hour check-in', 'Express check-in / check-out', 'Dry cleaning', 'Laundry service']"
302,Off Soho Suites ,90,3.5,4,3.5,4,4,317,"11 Rivington St, New York City, NY 10002-1244","['Free High Speed Internet (WiFi)', 'Vending machine', 'Pets Allowed ( Dog / Pet Friendly )', 'Fax / photocopying', 'Baggage storage', 'Concierge', '24-hour front desk', 'Laundry service', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Newspaper', 'Non-smoking hotel', 'ATM on site', 'Self-serve laundry']"
303,Soho Garden Hotel ,89,3.5,4.5,4,4,4,538,"276 Canal St, New York City, NY 10013-3517","['Free High Speed Internet (WiFi)', 'Free internet', 'Wifi', 'Business Center with Internet Access', 'Baggage storage', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Public wifi', 'Internet']"
304,11 Howard ,198,4.5,4.5,4.5,4.5,4.5,768,"11 Howard St, New York City, NY 10013-3111","['Valet parking', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Bar / lounge', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Meeting rooms', 'Adults only', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast available', '24-hour security', 'Concierge', 'Non-smoking hotel', 'Dry cleaning', 'Laundry service']"
305,Gramercy Park Hotel - Updated 2020 Prices & Reviews (New York City) - Tripadvisor,329,4.5,5,4.5,4.5,4,1663,"2 Lexington Avenue, New York City, NY 10010-5487","['Paid private parking on-site', 'Free High Speed Internet (WiFi)', 'Fitness Center with Gym / Workout Room', 'Hot tub', 'Bar / lounge', 'Entertainment staff', 'Nightclub / DJ', 'Pets Allowed ( Dog / Pet Friendly )', 'Parking', 'Free internet', 'Wifi', 'Public wifi', 'Internet', 'Restaurant', 'Breakfast in the room', 'Special diet menus', 'Business Center with Internet Access', 'Conference facilities', 'Banquet room', 'Meeting rooms', 'Fax / photocopying', 'Massage', 'Rooftop terrace', 'Baggage storage', 'Concierge', 'Currency exchange', 'Gift shop', 'Newspaper', 'Non-smoking hotel', '24-hour front desk', 'Express check-in / check-out', 'Private check-in / check-out', 'Dry cleaning', 'Laundry service', 'Ironing service', 'Shoeshine']"
